id,source,hotel_name_from_roomlist,city_from_roomlist,address_from_roomlist,room_name,room_size,number_of_people_min,number_of_people_max,price_per_day,description,info_link,img_link,placeUUID,distance,placeName
,venuu,Sjöfartshuset,Stockholm,"Skeppsbron 10, 111 30 Stockholm",Strömsalongen,,,146,7990,Vårt största mötesrum heter Strömsalongen och ligger på våning 3. Salongen bestod i gamla tider av tjänstefolksbostäder och husets historia sträcker sig så lång tillbaka som till 1600-talet. Det trivsamma rummet har anspråkslös takhöjd med flera fönster med djupa fönsternischer. Här kan man njuta av den vackra utsikten mot Stockholms ström och båtliv. I den nedre delen av salongen finns det soffgrupper att nyttja till grupparbete eller vid kaffepauser.KONFERENS SITTNING U-Bord max 28 pers. Skolsittning max 50 pers. Biosittning max 70 pers.Välkomna till Sjöfartshusets Festvåningar och Gamla stan i Stockholm!,https://venuu.se/lokaler/sjofartshuset-stromsalongen,https://files.venuu.se/attachments/000/058/381/5132ffeeb341f11553af14af964fcaec7fad90c1.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Ersta konferens & hotell,Stockholm,"Erstagatan 1K, 116 28 Stockholm",Clara Eckerströmsalen,,,50,7900,"Det finns många fördelar med Clara Eckerströmsalen som är en ljus lokal med stora fönster åt två håll. Dels ligger den på entréplan och man kan nå den utan att passera några trappor. Dels har den eget fikautrymme, nära till handikapptoalett, garderob och receptionen. Clara Eckerströmsalen har modern teknik med bland annat bakprojektion och automatiska mörkläggningsgardiner. Salen är en av våra mest populära lokaler.När stora diakonisshuset uppfördes användes utrymmet för Clara Eckerströmsalen samt lobbyn som storkök, skafferi och diskutrymme. Salen är uppkallad efter husmor Clara Eckerström som tillsammans med Ersta diakonis första direktor, Johan Christoffer Bring, ledde verksamheten i 35 år.",https://venuu.se/lokaler/ersta-konferens-hotell-clara-eckerstromsalen,https://files.venuu.se/attachments/000/076/492/242dc107ffcce9f2f0712f98fcce92b3ee93af35.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Ersta konferens & hotell,Stockholm,"Erstagatan 1K, 116 28 Stockholm",Bringsalen,,,120,15900,"Bringsalen är vår största lokal och med sina sju meter i takhöjd och stora fönster åt två håll även vår vackraste. I biosittning ryms det upp till 120 personer. Salen används flitigt för föreläsningar, konferenser men även vid speciella tillfällen som scenframträdanden. Salen är uppkallad efter Johan Christoffer Bring som var Ersta diakonis föreståndare från 1862 fram till sin bortgång 1898. Bringsalen, som då hette Bönsalen, fungerade som samlingsrum och bönerum för diakonissorna som bodde och verkade i området.Idag är Bringsalen moderniserad för konferenser med god teknisk utrustning, ljussättning och akustik. Samtidigt som många historiska detaljer är bevarade.Redan år 1902 flyttade en flygel in i salen. Under årens lopp har flyglarna bytts ut till modernare upplagor och idag, över hundra år senare, står en elflygel på exakt samma plats. Glasfönstret som är kvar sedan huset byggdes kom till tack vare att systrarna i huset samlade in bidrag och själva målade en förlaga som sedan en glasmästare skapade.",https://venuu.se/lokaler/ersta-konferens-hotell-bringsalen,https://files.venuu.se/attachments/000/076/480/5085ca9847faccf7a68e3a17ce1054cb7b2b9748.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Högsbo Meeting Point,Västra Frölunda,,Grönström,,,,,,https://venuu.se/lokaler/hogsbo-meeting-point-gronstrom,https://files.venuu.se/attachments/000/188/377/85c080afdc023cf2879f8af3c9f01e6b5b485453.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Ersta konferens & hotell,Stockholm,"Erstagatan 1K, 116 28 Stockholm",Biblioteket,,,20,6900,Vårt bibliotek är en vacker och inspirerande lokal med högt i tak. Den har fönster åt två håll vilket ger den ett gott ljusinsläpp.Det är inte mycket som har förändrats i lokalen sen den tid då den fungerade som just bibliotek för diakonissorna. En gammal gedigen bokhylla pryder ena väggen och rummet får ett härligt sken från en vacker kristallkrona som hänger i taket. Rummet har renoverats varsamt samt moderniserats för att kunna fungera som modern möteslokal. Tekniken är ny med fast projektor med datoranslutning likväl som automatiska mörkläggningsgardiner.På kategorin onödigt vetande kan vi berätta att rummet användes vid inspelning av vissa scener till filmen ”Ted - För kärlekens skull” (2018).,https://venuu.se/lokaler/ersta-konferens-hotell-biblioteket,https://files.venuu.se/attachments/000/076/500/bc6ad353fe59fb86a671d7ac89a81bf75cfee420.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Hasselbacken,Stockholm,"Hazeliusbacken 20, 100 55 Stockholm",Hazeliussalen,,,240,,"Vi på Hotell Hasselbacken välkomnar både små och stora sällskap. Vi kan även arrangera kongresser i samarbete med Cirkus för upp till 1 600 personer. I ståtliga Hazeliussalen tar vi emot både mindre och större sällskap upp till 300 personer. Att gå in i den spektakulära och omtalade Hazeliussalen känns som att gå tillbaka i tiden. Här löper ståtliga pelare längst med det handmålade trätaket med antika takkronor. Ljuset från den 240 kvm sammanhängande stora terrassen lyser in genom de anmärkningsvärda fönstren. Denna enastående sal på 335 kvm är perfekt för baler, sittningar och julbord. Med en maxkapacitet för 300 personer.Inled ert äktenskap genom att säga ja till varandra i den bedårande salen! Skåla i kärlekens namn tillsammans med nära och kära. Att arrangera ert bröllop eller bröllopsmiddag här kommer minst sagt vara ett minne för livet.Utanför dörren väntar Djurgårdens fantastiska utbud av rekreation och kultur. På gångavstånd ligger Skansen, Gröna Lund, ABBA-museet, Vasamuseet, Liljevalchs konsthall och andra sevärdheter.Hasselbackens hotellrum, festvåning och möteslokaler är helrenoverade, i en blandning av klassisk elegans och moderna bekvämligheter. På matfronten erbjuder vi förstklassiga måltider i vår restaurang, serverade i vacker miljö med utsikt över parken. På våren öppnar terrassen med tillhörande park, där du både kan äta och dricka i någon av de två barerna.",https://venuu.se/lokaler/hasselbacken-hazeliussalen,https://files.venuu.se/attachments/000/155/845/bb6e7f476475541874a8d8ac74b827a2dfae588e.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Nalen Narva,Stockholm,"Regeringsgatan 74, 111 39 Stockholm",,,,10,4000,"Narva är en av våra mindre lokaler en trappa upp från Regeringsgatan. Här möter gammalt nytt med stuckatur och kakelugn från 1800-talet som ger rummet en härlig atmosfär. I Narva finns plats för 10 personer runt ett styrelsebord.I Narva ingår projektor, alternativt LCD-skärm. Digital konferens finns tillgängligt, bokas senast 1 vecka före arrangemang och offereras separat. Precis som i alla våra andra konferenslokaler så finns en grundutrustning med wifi, TV, whiteboard, blädderblock, block och pennor.När ni bokar Nalens lokaler så får ni en kontaktperson som håller i den generella detaljplaneringen och på plats tar våra konferensvärdar och hovmästare hand om er.Hur klarar man en heldagskonferens utan en härlig lunch? För kortare möten finns såklart färska smörgåsar, bakverk och fruktkorg.För oss på Nalen är hantverket bakom maten lika viktigt, oavsett om ni är två eller två hundra gäster. Vi lagar all mat och fika från grunden i vårt egna svanenmärkta kök, i Nalen Restaurang.Våra palatsliknande salar och vackra rum skänker oslagbar glans och charm till konferenser och möten. Välj bland sju möteslokaler i olika storlek, från 2 till 450 personer.Varmt välkomna!",https://venuu.se/lokaler/nalen-narva,https://files.venuu.se/attachments/000/052/510/6d8ee076d9f9a9d292dcccfc609c91bc8ab95853.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Ekensdal,Nacka,"Skurusundsvägen 151 , 131 46 Nacka",Lilla Salen,,,35,,"I den Lilla Salen på undervåningen rymmer minde sällskap på 35 gäster. Ekensdal är en flexibel festlokal med gott om plats får den som vill samla företaget eller släkt och vänner. Det finns ingen möjlighet att ta med egen mat och dryck till Ekensdal. Vi är däremot väldigt flexibla i vårt upplägg och kan skräddarsy mat och dryckespaket efter era önskemål och budget. Ni har alltid har Ekensdal exklusivt för er själva, vi tar aldrig emot mer än ett sällskap åt gången.Avsluta med middag, ett glas champagne eller varför inte ett matlagningsevent med vår kökschef Mathias och hans kollegor. Mathias har vunnit både VM och OS med Svenska Kocklandslaget och är en garanti för att maten alltid håller högsta kvalitet. Behöver ni sedan övernattning, samarbetar vi med bra hotell i närheten.",https://venuu.se/lokaler/ekensdal-lilla-salen,https://files.venuu.se/attachments/000/053/284/bf3d12a2edb11c5cbeed1a26bf42b1179c423e12.jpg,926e22b6-47b7-4f96-b2be-ed458eecb211,0.876723484848485,"Best Western Time Hotel Stockholm Vanadisvägen 12, 113 46 Stockholm, Sweden"
,venuu,Hilton Stockholm Slussen,Stockholm,"Guldgränd 8, 104 65 Stockholm",,,,300,5586,"I hjärtat av Stockholm, finns Hilton Stockholm Slussen med en fantastisk utsikt mot Riddarfjärden. Vi har 289 hotellrum där våra Twin Deluxe och Executive rum har fantastisk utsikt över Gamla Stan och Stadshuset. Till våra Executive rum har du även tillgång till vår Executive lounge där det erbjuds drycker och tilltugg under hela dagen.Börja dagen med vår berömda Hilton Breakfast som självklart består av lokala råvaror. Njut av en middag i Eken, och fortsätt kvällen med en god cocktail medan du blickar ut över vattnet.På Hilton Stockholm Slussen erbjuder vi 16 lokaler för spektakulära möten, stora middagar, privata fester och arrangemang. Ert event är vårt huvudfokus och vi vill bemöta er med personlig service och flexibilitet så att eventet blir så lyckat som möjligt. Vi skräddarsyr gärna eventet enligt era önskemål.",https://venuu.se/lokaler/hilton-stockholm-slussen,https://files.venuu.se/attachments/000/120/258/792d46e536facb8f31f7560fb6c41bea2b963756.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Ivar Stockholm,Stockholm,"Västra Trädgårdsgatan 15, 111 53 Stockholm",Tändstickan,,,25,,"TÄNDSTICKANFem fönster mot Västra Trädgårdsgatan, ett av Kreugers många kassaskåp och plats för 25 personer gör Tändstickan till en trygg plats att fatta lite tyngre beslut.""Stockholms kanske mest klassiska affärsadress är vår. Efter en del renovering och väldigt mycket kärlek är Tändstickspalatset åter en plats för viktiga samtal och stora beslut. Det mesta är anpassat till idag utan att de vackraste detaljerna från igår gått förlorade. I mötesrummen finns plats för 4 till 36 personer, i auditoriet sitter upp till 60 personer bekvämt. Och på gården, vid fontänen, är allt som vanligt. Som om ingenting har hänt. Väl här kommer du förstå vad vi menar."" Varmt välkomna till Kapitel 8 och Tändstickspalatset",https://venuu.se/lokaler/ivar-stockholm-tandstickan,https://files.venuu.se/attachments/000/215/207/f7544086b627cf3ad6d2072e6ccf61c7a4433652.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Int. Pressklubben,Stockholm,"Vasagatan 50, 11120 Stockholm",Stora Valvet,,,30,10500,"Konferera på PressklubbenPå Pressklubben kan ni boka in allt från stora som små konferenser, personliga intervjuer i något av våra bås eller en intim styrelsemiddag i vårt chambre séparée. Vi presenterar en matupplevelse i form av en tvårätterslunch med förstklassiga råvaror.Avsluta gärna er konferens med att boka in en middag eller belgisk ölprovning med någon av våra professionella provningsledare.KONFERENSStora valvet - Här kan ni konferera upp till 30 personer i privat miljö i en lokal med anor från 1800-talet Tillgång till projektor, whiteboardtavla samt WiFi.HITTA HITTill Pressklubben hittar du enklast genom att ta tunnelbanan till T-Centralen. Uppgången heter Vasagatan.",https://venuu.se/lokaler/int-pressklubben-stora-valvet,https://files.venuu.se/attachments/000/016/850/902c8129fd6fc2e5959a94d53b0e3ec0ba8934ae.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Bohemen,,,24,,BOHEMENDet blir alltid ett lugnt och bra ljus i Bohemen. På sommaren öppnar vi dörrarna till balkongen och låter gardinerna försiktigt röra sig i vinden. Oftast är rummet möblerat som en hästsko och oftast är det bokat för små konferenser.Med två välkomnande anläggningar inom samma koncern och med total 25 rum i varierande storlek har vi alltid något för dig. Den senaste tekniken och alla tänkbara hjälpmedel väntar på er. Både Ivar (Tändstickspalatset ) och Klara Stockholm har vardera vackra matsalar där det serveras en perfekt avvägd lunch varje dag. Välkomna till Klara Stockholm och Ivar Stockholm!,https://venuu.se/lokaler/klara-stockholm-bohemen,https://files.venuu.se/attachments/000/016/545/729a586a762f90938714556972cd6fa5e213d3e4.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Broder Tor,,,16,,"BRODER TOREtt av våra mindre rum med plats för 16 personer. Ibland är det en styrelse som förbereder sig, ibland ett mindre företag som samlar sig. Rummet är utrustat med det du behöver och två mycket stora pilatesbollar.Med två anläggningar och 25 rum i varierande storlek har vi alltid något för dig. Den senaste tekniken och alla tänkbara hjälpmedel väntar på er. Både Tändstickspalatset och Klara Strand har en vacker matsal där det serveras en perfekt avvägd affärslunch varje dag.Välkomna till Ivar (Tändstickspalatset) och Klara Stockholm!",https://venuu.se/lokaler/klara-stockholm-broder-tor,https://files.venuu.se/attachments/000/014/597/837b796b91a7a262934cbed3faa63b6d177df4fb.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Noors Slott,Knivsta,"Ledingevägen 93, 741 44 Knivsta",Kungssalen,,,60,9500,"Fantastiska Kungssalen med 4 grupprum intill! En våning upp i slottet ligger vår stora lokal Kungssale med dess 4 grupprum. I salen finns tillgång till dator och projektor, högtalartelefon, högtalaranläggning, fri tillgång till trådlöst internet via fiber, blädderblock och whiteboard. Vi dukar borden med block och penna. På buffén finns mineralvatten, frukt och godis. Lokalens mått är 10 x 7m. Det finns även 4 grupprum alldeles intill lokalen, med kakelugnar och historiska inslag som skapar trivsel och atmosfär.En konferens hos oss innebär kvalitetstid. Varje grupp som gästar hos oss arbetar i en egen byggnad, äter luncher och middagar i egen matsal och styr över sin tid. Det ger en perfekt grund för ostörda diskussioner, kreativt arbete och välgrundade beslut.",https://venuu.se/lokaler/noors-slott-kungssalen,https://files.venuu.se/attachments/000/053/897/9b9a30b01362d12df7fed7607e9e9f3e37e1bc3f.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Viktor Arendorff,,,48,,"VIKTOR ARENDORFF Plötsligt är man tillbaka på universitet. Men allt är ljusare, modernare, finare och det står inte en massa pappmuggar överallt. Katedern tar för sig och den vanligaste möbleringen är inte helt oväntat: ""skolsittning"".Med två anläggningar och 25 rum i varierande storlek har vi alltid något för dig. Den senaste tekniken och alla tänkbara hjälpmedel väntar på er. Både Tändstickspalatset och Klara Strand har en vacker matsal där det serveras en perfekt avvägd affärslunch varje dag.Välkomna till Kapitel 8 och Klara Strand!",https://venuu.se/lokaler/klara-stockholm-viktor-arendorff,https://files.venuu.se/attachments/000/014/584/c64c1e77c65af79f180d2e2d285ab53ee3655f8b.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Fogelström,,,20,,FOGELSTRÖMEn trappa ner till vänster ligger Fogelström och väntar. Avsides och lagom för er som inte är fler än 20 personer. Inredningen har egen stil och precis utanför väntar rummets egna lounge.Med två anläggningar och 25 rum i varierande storlek har vi alltid något för dig. Den senaste tekniken och alla tänkbara hjälpmedel väntar på er. Både Tändstickspalatset och Klara Strand har en vacker matsal där det serveras en perfekt avvägd affärslunch varje dag.Välkomna till Kapitel 8 och Klara Strand!,https://venuu.se/lokaler/klara-stockholm-fogelstrom,https://files.venuu.se/attachments/000/014/594/35fbab3328c4c11f74822353b1249f91f5f2f3b9.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Hasselbacken,Stockholm,"Hazeliusbacken 20, 100 55 Stockholm",Prince,,,30,,"Vi på Hotell Hasselbacken välkomnar både små och stora sällskap. Vi kan även arrangera kongresser i samarbete med Cirkus för upp till 1 600 personer.Den halvmörka interiören i mötesrummet Prince balanseras fint upp av det naturliga ljusinsläppet från de stora fönstren ut mot ljusgården. Den rymliga takhöjden bidrar till att det 35 kvm stora rummet känns större och luftigare. Här kommer ni garanterat finna ro och produktivitet, oavsett syfte. Passar utmärkt för möte såväl som biosittning då det har en kapacitet för max 30 personer, med möjlighet för mörkläggning.Utanför dörren väntar Djurgårdens fantastiska utbud av rekreation och kultur. På gångavstånd ligger Skansen, Gröna Lund, ABBA-museet, Vasamuseet, Liljevalchs konsthall och andra sevärdheter.Hotellrum, festvåning och möteslokaler är helrenoverade, i en blandning av klassisk elegans och moderna bekvämligheter. På matfronten erbjuder vi förstklassiga måltider i vår restaurang, serverade i vacker miljö med utsikt över parken. Vi har även en spännande vinkällare och ordnar vin- och ölprovningar. På våren öppnar terrassen med tillhörande park, där du både kan äta och dricka i någon av de två barerna.",https://venuu.se/lokaler/hasselbacken-prince,https://files.venuu.se/attachments/000/155/947/2d0066b9dddb3344754fcb76186cee04105a25a6.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Sjöfartshuset,Stockholm,"Skeppsbron 10, 111 29 Stockholm",Skeppsbrorummet,,,54,5990,"Hos oss har du möjlighet att arrangera er följande konferens eller möte. Skeppsbrorummet med tillhörande Gustavianska Salonger är en vacker paradvåning som är välbevarad från sin tid. Ljusa salonger med höga fönster som har utsikt ut mot vattnet och Stockholms ström. I priset ingår 2 st grupprum möblerade med soffgrupper i Gustaviansk stil. Ifall du önskar boka konferens i Skeppsbrorummet hittar du kapacitet för olika sittningar nedan:- U-bord, max. 20 pers.- Skolsittning, max. 30 pers.- Biosittning, max. 50 pers.Skeppsbrorummet är vårt näst största mötesrum och är beläget på våning 1 med tillhörande Gustavianska Salonger. Vackra ljusa 1600-tals salonger i Gamla Stan med en fantastisk utsikt och vacker miljö. Inredningen går i pasteller med Gustaviansk inredning. Välarbetade utsnidade dörröverstycken av Louise Mezerli ramar in entréerna till de olika salongerna och de ljuva rummen förmedlar ett lugn och inspirerar till kreativitet. Välkomna till Sjöfartshusets Festvåningar och Gamla stan i Stockholm!",https://venuu.se/lokaler/sjofartshuset-skeppsbrorummet-stockholm,https://files.venuu.se/attachments/000/058/358/7a91862a7d215c61eee856264c5ad29a24ae56e2.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Klara Stockholm,Stockholm,"Klarabergsviadukten 90, 111 64 Stockholm",Fru Björk,,,8,,"FRU BJÖRKFru Björk är ett mysigt rum som passar för mer intima möten och för den mindre gruppen. Här får 8 personer plats i styrelsesittning.Mitt i pånyttfödda Klarakvarteren väntar en inspirerande miljö på dig och ditt möte. 12 smakfullt inredda mötesrum i varierande storlek med alltifrån små grupprum till vår fina hörsal för 96 personer. Lokalerna är modernt inredda och med den teknik som just du behöver.Varje dag dukas det upp en ekologisk frukost som efter lunch förvandlas till en buffé av hembakta bullar, hallonrutor och andra godsaker. Lunchen serveras i egen matsal där ljuset och rymden gör måltiden till en upplevelse. Väl här kommer du förstå vad vi menar med ""Välkommen hem till oss!”Varmt välkomna till Kapitel 8 och Klara Strand!",https://venuu.se/lokaler/klara-stockholm-fru-bjork,https://files.venuu.se/attachments/000/037/474/a54d2e29c78cb347446aad66dc892a6779b82813.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
,venuu,Världskulturmuseet,Göteborg,"Södra Vägen 54, 412 54 Göteborg",Seminarierum 3,,,63,8000,"Världskulturmuseets kärna utgörs av den stora ljusa trappan, och i museet finns många spännande ytor att mötas på. Här finns fyra seminarierum och ett auditorium samt de fem utställningsgallerierna som placerar gästerna mitt i vår tids spännande frågeställningar.Världskulturmuseet har varit värd för företagsevent, kundmingel, modevisningar, mässor och privata middagar. Museet är även en utmärkt lokal för bröllop och andra privata högtidsstunder.Museets ljusa och moderna arkitektur erbjuder fantastiska möjligheter att skräddarsy event, alltifrån den stora mässan till det lilla mötet. I Seminarierum 3 ryms max 63 personer sittande.",https://venuu.se/lokaler/varldskulturmuseet-seminarierum-3,https://files.venuu.se/attachments/000/052/789/123051393ee7876eaebf57095a061e07e5069d45.jpg,2182cbd8-5fd5-4880-8ef2-bf1c608e27d2,0.9777777777777777,"Hilton Stockholm Slussen Stockholm Guldgränd 8, 104 65 Stockholm, Sweden"
